solar_generation,date (YYYYMMDD),hour (HHMM),variable_1,variable_2,variable_3,variable_4,variable_5
0,20150207,600,0.7,39,0.4,4.77,65
4.71,20150207,700,0.3,41,0.4,5.66,63.68
131.19,20150207,800,1.7,40,0.4,6.39,139.41
320.5,20150207,900,4.6,34,0.4,5.7,71.06
488.47,20150207,1000,7.9,29,0.4,6.44,96.15
606.54,20150207,1100,10.3,26,0.41,5.84,74.46
664.69,20150207,1200,12.1,27,0.4,5.96,119.6
661.4,20150207,1300,13.7,26,0.4,5.98,10.95
594.46,20150207,1400,15,26,0.41,6.09,66.69
469.91,20150207,1500,15.8,26,0.41,6.27,15.01
295.03,20150207,1600,14.6,28,0.41,5.26,146.33
104.36,20150207,1700,13.3,28,0.4,4.6,49.35
1.95,20150207,1800,11.6,30,0.4,4.12,121.35
0,20150207,1900,10.8,30,0.4,3.99,142.93
0,20150207,2000,9.8,32,0.41,5.07,30.15
0,20150207,2100,9,35,0.4,4.49,92.74
0,20150207,2200,8.7,36,0.4,4.41,22.29
0,20150207,2300,8.1,36,0.4,4.51,55.56
0,20150208,0,7.5,37,0.4,4.88,3.95
0,20150208,100,7.2,39,0.4,3.79,47.62
0,20150208,200,7.2,42,0.4,4.39,95.07
0,20150208,300,7.1,46,0.4,3.25,10.54
0,20150208,400,7.1,51,0.4,5.07,92.17
0,20150208,500,7.2,55,0.4,4.06,26.24
0,20150208,600,6.7,60,0.4,4.58,9.69
0,20150208,700,7.3,63,0.4,5.51,120.86
8.25,20150208,800,7.7,66,0.4,5.67,13.12
51.32,20150208,900,8.1,72,0.4,5.91,13.17
97.93,20150208,1000,9,77,0.4,6.21,135.57
161.54,20150208,1100,10,77,0.4,5.75,20.18
211.29,20150208,1200,11.3,75,0.4,5.43,88.75
189.42,20150208,1300,11.8,73,0.4,5.41,82.93
110.27,20150208,1400,12.6,71,0.4,5.46,70.44
62.62,20150208,1500,12.8,70,0.4,5.16,40.33
19.41,20150208,1600,13.1,68,0.4,5.33,136.29
1.73,20150208,1700,13.7,64,0.4,4.4,94.11
0,20150208,1800,13.6,65,0.4,4.54,13.49
0,20150208,1900,13.6,67,0.4,4.35,20.14
0,20150208,2000,13.5,68,0.4,4.52,5.76
0,20150208,2100,13.4,70,0.4,4.47,53.02
0,20150208,2200,13.2,73,0.4,4.13,91.71
0,20150208,2300,12.2,81,0.4,4.22,83.85
0,20150209,0,11.6,88,0.4,4.48,55.79
0,20150209,100,11.5,89,0.4,4.43,68.55
0,20150209,200,11.1,91,0.4,4.67,46.71
0,20150209,300,10.6,94,0.4,4.29,119.71
0,20150209,400,10.2,95,0.4,4.9,29.57
0,20150209,500,9.9,96,0.4,3.77,65.95
0,20150209,600,9.7,97,0.4,4.22,98.38
0,20150209,700,9.6,97,0.4,5.19,95.08
7.99,20150209,800,9.9,97,0.4,5.26,40.05
48.76,20150209,900,10.8,95,0.4,5.17,109.11
33.4,20150209,1000,10.5,95,0.4,5.67,112.75
38.13,20150209,1100,10.1,95,0.4,4.95,96.51
63.6,20150209,1200,8.8,96,0.4,5.58,38.04
60.35,20150209,1300,6.4,97,0.4,5.87,146.19
69.16,20150209,1400,5.3,97,0.4,5.32,14.5
33.43,20150209,1500,4.1,97,0.4,4.87,46.81
13.99,20150209,1600,3.4,98,0.4,4.63,1.74
7.76,20150209,1700,2.6,98,0.4,3.84,65.37
0,20150209,1800,1.9,98,0.4,5.33,84.53
0,20150209,1900,1.2,97,0.4,4.97,144.75
0,20150209,2000,0.8,98,0.4,3.91,37.02
0,20150209,2100,0.3,98,0.4,3.4,25.89
0,20150209,2200,-0.2,96,0.4,4.51,124.36
0,20150209,2300,-0.6,94,0.4,4.84,116.15
0,20150210,0,-1.3,94,0.4,4.3,77.9
0,20150210,100,-1.6,94,0.4,4.67,52.67
0,20150210,200,-1.9,94,0.4,4.49,100.66
0,20150210,300,-2.4,96,0.4,4.34,47.31
0,20150210,400,-2.6,97,0.4,4.47,8.01
0,20150210,500,-2.8,98,0.4,4.26,102.47
0,20150210,600,-3.2,98,0.4,4.55,72.49
0,20150210,700,-3.6,97,0.4,4.47,16.31
8.91,20150210,800,-3.8,96,0.4,5.68,31.52
58.7,20150210,900,-3.7,95,0.4,5.57,124.73
63.73,20150210,1000,-3.4,95,0.4,6.11,92.49
168.53,20150210,1100,-3,94,0.4,5.83,140.1
134.02,20150210,1200,-2.4,93,0.4,5.47,35.1
139.64,20150210,1300,-2,92,0.4,5.4,39.93
144.73,20150210,1400,-1.7,91,0.4,5.58,111.44
106.39,20150210,1500,-1.4,90,0.4,5.75,50.24
72.4,20150210,1600,-1.1,90,0.4,5,85.86
7.56,20150210,1700,-1.2,90,0.4,4.82,142.23
0,20150210,1800,-1.4,90,0.4,4.51,122.6
0,20150210,1900,-1.5,89,0.4,4.45,3.73
0,20150210,2000,-1.5,88,0.4,4.18,45.72
0,20150210,2100,-1.7,89,0.4,4.62,104.32
0,20150210,2200,-2,91,0.4,4.83,53.47
0,20150210,2300,-2.2,93,0.4,4.78,59.97
0,20150211,0,-2.3,94,0.4,5.2,117.26
0,20150211,100,-2.3,95,0.4,4.51,2.83
0,20150211,200,-2.6,97,0.4,4.36,123.7
0,20150211,300,-2.5,98,0.4,2.95,10.14
0,20150211,400,-2.6,98,0.4,5.02,72.45
0,20150211,500,-2.6,98,0.4,4.84,124.04
0,20150211,600,-2.8,99,0.4,4.58,69.53
0,20150211,700,-3,98,0.4,5.59,12
43.64,20150211,800,-3,97,0.39,6.04,141.65
173.59,20150211,900,-2.4,97,0.39,6.32,26.48
529.53,20150211,1000,-0.3,97,0.4,6.04,42.53
621.59,20150211,1100,-9999,76,0.4,6.6,32.73
680.31,20150211,1200,7.5,58,0.4,6.62,125.23
678.1,20150211,1300,8.7,46,0.4,6.78,29.72
607.54,20150211,1400,8.8,50,0.4,5.71,152.62
475.61,20150211,1500,9.1,48,0.39,5.86,43.32
308.22,20150211,1600,9,45,0.39,5.48,105.51
114.99,20150211,1700,7.7,49,0.39,5.19,54.41
1.22,20150211,1800,5.8,57,0.39,3.44,101.46
0,20150211,1900,4.3,64,0.39,4.18,37.04
0,20150211,2000,3.7,65,0.39,4.8,143.02
0,20150211,2100,2.9,68,0.39,4.75,48.39
0,20150211,2200,2.1,72,0.39,4.83,92.05
0,20150211,2300,0,82,0.39,5.17,39.64
0,20150212,0,0.5,81,0.39,4.11,107.09
0,20150212,100,2.2,80,0.39,5.07,20.25
0,20150212,200,1.9,86,0.39,4.29,71.66
0,20150212,300,1,86,0.39,4.45,98.74
0,20150212,400,-0.3,84,0.39,4.82,78.98
0,20150212,500,-1.3,81,0.39,3.94,128.3
0,20150212,600,-2.1,80,0.39,4.61,9.43
1.29,20150212,700,-3.3,78,0.39,5.74,2.24
164.83,20150212,800,-4,76,0.39,5.05,14.02
53.97,20150212,900,-4.5,74,0.39,5.32,133.02
153.93,20150212,1000,-5.1,80,0.39,6.09,37.05
321.77,20150212,1100,-5.6,78,0.39,5.71,77.33
379.47,20150212,1200,-5.4,65,0.39,6.49,110.31
452.63,20150212,1300,-5,61,0.39,6.53,64.21
500.43,20150212,1400,-4.9,59,0.39,5.9,139.85
358.64,20150212,1500,-4.7,55,0.39,5.85,2.1
204.62,20150212,1600,-4.6,52,0.39,5.19,116.8
62.75,20150212,1700,-4.6,52,0.39,5.05,26
0,20150212,1800,-4.9,54,0.39,4.16,14.91
0,20150212,1900,-5.4,56,0.39,3.65,140.22
0,20150212,2000,-6,57,0.39,4.5,5.72
0,20150212,2100,-6.5,59,0.39,5.07,4.77
0,20150212,2200,-6.9,61,0.39,5.19,129.79
0,20150212,2300,-7.4,63,0.39,4.75,9.35
0,20150213,0,-7.8,62,0.39,4.76,122.88
0,20150213,100,-8.1,64,0.39,4.42,56.44
0,20150213,200,-8.4,65,0.39,4.18,17.85
0,20150213,300,-9,69,0.39,4.52,59.88
0,20150213,400,-9,72,0.39,4.69,114.08
0,20150213,500,-8.9,74,0.38,3.54,34.47
0,20150213,600,-8.9,70,0.38,4.94,19.45
6.96,20150213,700,-9.2,71,0.38,5.2,121.62
106.86,20150213,800,-8.7,68,0.39,6.11,64.9
250.22,20150213,900,-7.9,63,0.38,6.3,30.42
368.15,20150213,1000,-6.9,59,0.38,6.02,125.33
641.1,20150213,1100,-5.2,52,0.39,6.23,26.95
704.71,20150213,1200,-3.4,44,0.38,6.39,46.94
699.49,20150213,1300,-1.8,39,0.38,6.79,42.18
631.68,20150213,1400,-0.2,36,0.38,6.2,38.08
506.68,20150213,1500,0.5,33,0.39,5.74,90.99
330.21,20150213,1600,0.3,33,0.38,5.97,92.54
94.9,20150213,1700,-0.4,31,0.39,5.39,67.83
0,20150213,1800,-1.2,37,0.38,3.71,0.75
0,20150213,1900,-1.9,41,0.39,3.09,52.3
0,20150213,2000,-2.9,47,0.38,3.45,83.46
0,20150213,2100,-3.2,48,0.38,4.53,45.42
0,20150213,2200,-3.6,50,0.38,5.15,89.82
0,20150213,2300,-4.3,54,0.39,4.79,70.94
0,20150214,0,-4.6,56,0.39,3.73,138.24
0,20150214,100,-4,52,0.38,4.85,81.65
0,20150214,200,-3.6,51,0.39,4.42,12.39
0,20150214,300,-3.1,49,0.39,3.68,1.73
0,20150214,400,-3.3,48,0.39,4.62,32.46
0,20150214,500,-3.6,50,0.39,4.26,114.4
0,20150214,600,-3.8,52,0.39,4.82,107.08
8.72,20150214,700,-3.7,53,0.38,5.63,54.89
134.05,20150214,800,-1.9,51,0.38,5.35,114.8
159.55,20150214,900,-0.6,51,0.38,6.1,43.81
390.93,20150214,1000,1.6,49,0.39,5.89,51.3
519.95,20150214,1100,3.7,47,0.38,5.9,135.3
219.87,20150214,1200,3.6,47,0.38,5.84,112.5
271.06,20150214,1300,3.8,48,0.39,5.77,99.08
236.04,20150214,1400,4.6,46,0.39,5.77,80.53
126.04,20150214,1500,4.4,46,0.39,4.86,3.83
31.99,20150214,1600,3.3,51,0.39,5.37,35.68
3.78,20150214,1700,2.6,59,0.38,4.8,68.18
0,20150214,1800,1.3,69,0.38,5.3,131.17
0,20150214,1900,-0.9,68,0.39,4.52,13.05
0,20150214,2000,-3.8,57,0.38,4.44,97.88
0,20150214,2100,-5.6,50,0.39,4.44,127.38
0,20150214,2200,-7.7,56,0.38,4.7,135.39
0,20150214,2300,-9.5,53,0.38,4.47,124.39
0,20150215,0,-10.4,58,0.38,4.13,95.13
0,20150215,100,-11.1,61,0.39,5.07,81.63
0,20150215,200,-11.8,65,0.38,4.57,137.82
0,20150215,300,-12.8,62,0.38,5.07,131.69
0,20150215,400,-13.2,62,0.38,3.61,59.13
0,20150215,500,-13.5,65,0.38,4,24.66
0,20150215,600,-13.8,68,0.38,5.1,118.73
11.15,20150215,700,-14.1,61,0.38,6.23,73.28
163.73,20150215,800,-13.9,56,0.38,5.69,7.38
359.25,20150215,900,-12.6,52,0.38,5.84,67.94
528.38,20150215,1000,-11.1,47,0.38,6.3,57.24
647.72,20150215,1100,-9.6,43,0.38,6.66,146.35
635.2,20150215,1200,-8.3,40,0.37,6.59,77.01
695.87,20150215,1300,-6.9,37,0.37,6.7,48.1
555.01,20150215,1400,-5.8,34,0.37,5.73,58.88
285.06,20150215,1500,-5.4,32,0.37,5.95,105.96
111.84,20150215,1600,-5.2,31,0.37,4.52,74.81
22.23,20150215,1700,-5.2,31,0.38,4.38,62.26
0,20150215,1800,-5.3,32,0.38,4.51,47.27
0,20150215,1900,-5.5,33,0.38,4.49,91.05
0,20150215,2000,-5.9,36,0.38,2.89,53.3
0,20150215,2100,-6.1,39,0.38,4.21,139.67
0,20150215,2200,-6,40,0.38,5.13,46.73
0,20150215,2300,-6,41,0.38,4.73,105.56
0,20150216,0,-5.9,42,0.38,4.42,36.48
0,20150216,100,-5.4,41,0.38,5.03,38.12
0,20150216,200,-5.3,40,0.38,3.72,48.09
0,20150216,300,-5.3,41,0.38,4.23,97.04
0,20150216,400,-5.1,45,0.38,5.11,80.6
0,20150216,500,-5.6,59,0.38,4.55,47.2
0,20150216,600,-6.4,70,0.38,4.37,139.44
0,20150216,700,-6.2,76,0.38,4.4,63.34
3.05,20150216,800,-6.1,79,0.38,5.59,38.32
20.03,20150216,900,-5.8,83,0.38,5.68,145.75
37.11,20150216,1000,-5.3,87,0.38,5.29,42.45
40.95,20150216,1100,-3.8,89,0.38,5.25,105.51
31.03,20150216,1200,-1.8,88,0.38,5.06,43.76
30.91,20150216,1300,-0.7,91,0.38,5.14,107.21
31.74,20150216,1400,-0.5,93,0.38,4.87,98.31
24.62,20150216,1500,-0.4,94,0.39,5.12,35.69
13.13,20150216,1600,-0.2,95,-99,4.24,93.62
3.87,20150216,1700,0,96,-99,5.38,56.25
0,20150216,1800,0.1,96,-99,4.18,11.84
0,20150216,1900,-1.2,95,-99,3.91,26.86
0,20150216,2000,-3.2,93,-99,3.48,5.67
0,20150216,2100,-4.2,93,-99,4.16,102.18
0,20150216,2200,-5.9,94,-99,4.56,43.87
0,20150216,2300,-7.1,95,-99,3.94,14.73
0,20150217,0,-8.8,94,-99,4.15,112.66
0,20150217,100,-10,92,-99,4.99,137.37
0,20150217,200,-10.6,91,-99,4.89,126.44
0,20150217,300,-11.3,91,-99,4.53,124.57
0,20150217,400,-11.7,90,-99,5.25,134.9
0,20150217,500,-12.3,89,-99,5.31,3.7
0,20150217,600,-12.4,89,-99,4.2,68.82
4.31,20150217,700,-12.3,89,-99,5,128.33
89.02,20150217,800,-12.1,88,-99,5.66,59.12
384.11,20150217,900,-12,87,-99,6.4,100.06
590.93,20150217,1000,-11,86,-99,6.03,11.5
579.38,20150217,1100,-9.4,85,-99,6.35,130.5
642.81,20150217,1200,-8.2,82,-99,6.37,65.29
577.89,20150217,1300,-7.5,81,-99,6.48,103.5
589.74,20150217,1400,-7.1,78,-99,5.77,10.2
440.35,20150217,1500,-6.9,75,-99,6.17,98.63
264.31,20150217,1600,-6.8,76,-99,5.48,62.52
92.66,20150217,1700,-7,80,-99,5.23,55.49
1.6,20150217,1800,-7.6,83,-99,4.86,85
0,20150217,1900,-8.3,84,-99,4.33,60.45
0,20150217,2000,-9.1,87,-99,4.42,131.88
0,20150217,2100,-9.2,89,-99,4.33,45.7
0,20150217,2200,-9.7,90,-99,4.84,15.54
0,20150217,2300,-10.3,90,-99,5.13,4.11
0,20150218,0,-11.3,90,-99,4.87,36.73
0,20150218,100,-11.1,90,-99,4.85,61.43
0,20150218,200,-9.9,91,-99,4.87,11.37
0,20150218,300,-9.3,90,-99,5.07,88.02
0,20150218,400,-9.3,88,-99,4.31,86.72
0,20150218,500,-8.8,89,-99,4.82,129.17
0,20150218,600,-8.4,90,-99,3.67,10.47
0,20150218,700,-7.2,90,-99,5.47,114.9
47.1,20150218,800,-5.9,91,-99,6.23,64.53
180.19,20150218,900,-5.5,89,-99,5.79,42.76
315.33,20150218,1000,-6.8,87,-99,5.84,57.73
623.47,20150218,1100,-8.2,75,-99,6.81,85.29
792.06,20150218,1200,-8.3,67,-99,6.28,41.3
716.63,20150218,1300,-8.7,69,-99,6.23,95.81
657.16,20150218,1400,-8.6,68,-99,5.89,2.94
502.71,20150218,1500,-8.7,69,-99,5.89,76.21
187.67,20150218,1600,-9.2,76,-99,5.95,147.54
155.36,20150218,1700,-9.7,76,-99,4.88,125.1
2.2,20150218,1800,-10.3,66,-99,4.03,0.86
0,20150218,1900,-11.5,68,-99,4.53,12.31
0,20150218,2000,-12.5,72,-99,5.35,135.59
0,20150218,2100,-13.2,77,-99,4.81,91.12
0,20150218,2200,-13.8,77,-99,4.61,137.47
0,20150218,2300,-14,76,-99,4.57,146.63
0,20150219,0,-15,72,-99,4.85,94.27
0,20150219,100,-16.3,69,0.41,3.13,33.74
0,20150219,200,-17.4,70,0.41,4.3,90.82
0,20150219,300,-18.4,72,0.41,4.04,72.51
0,20150219,400,-19.1,74,0.41,4.44,141.22
0,20150219,500,-20.5,79,-99,5.05,69.56
0,20150219,600,-21.3,82,-99,4.73,111.69
45.64,20150219,700,-22,82,0.41,5.99,104.1
460.1,20150219,800,-19.6,82,0.41,6.31,88.87
739.18,20150219,900,-17.4,73,-99,6.48,114.1
774.2,20150219,1000,-16.4,69,-99,6.62,37.54
839.04,20150219,1100,-15.6,70,-99,6.25,86.04
805.66,20150219,1200,-14.8,68,-99,6.03,61.29
781.56,20150219,1300,-14.1,69,0.41,5.81,37.92
503.44,20150219,1400,-13.8,68,0.41,6.32,54.15
534.02,20150219,1500,-13.3,67,0.41,5.96,47.67
377.09,20150219,1600,-13,67,0.41,5.62,124.6
333.13,20150219,1700,-13.1,65,0.42,5.35,8.09
25.91,20150219,1800,-14.2,68,0.41,4.91,87.37
0,20150219,1900,-15.9,78,0.41,4.54,65.59
0,20150219,2000,-17.5,83,0.41,5.22,52.88
0,20150219,2100,-17.7,81,0.41,4.62,87.32
0,20150219,2200,-17.5,76,0.41,5.09,96.84
0,20150219,2300,-19.1,79,0.41,4.91,46.27
0,20150220,0,-20,83,0.41,4.54,114.77
0,20150220,100,-19.9,84,0.41,4.64,47.97
0,20150220,200,-20.9,83,0.41,5.15,103.21
0,20150220,300,-20.5,82,-99,4.89,90.43
0,20150220,400,-19.8,83,-99,3.52,100.04
0,20150220,500,-17.8,77,0.41,4.7,6.36
0,20150220,600,-17.4,73,0.41,4.76,134.46
8.3,20150220,700,-16.9,75,-99,5.22,129.29
144.51,20150220,800,-15.6,73,-99,6.34,23.39
686.87,20150220,900,-13.8,67,-99,6.28,140
763.85,20150220,1000,-11.9,65,0.41,5.84,2.67
625.76,20150220,1100,-10.2,68,-99,6.73,70.11
740.18,20150220,1200,-8.8,67,-99,6.63,75.98
639.84,20150220,1300,-7.5,68,0.41,6.2,41.26
491.23,20150220,1400,-6.6,65,0.41,6.04,101.75
151.16,20150220,1500,-6.2,69,-99,5.01,55.22
83.67,20150220,1600,-6.4,72,0.41,4.5,96.83
11.7,20150220,1700,-6.7,72,-99,4.79,18.34
0,20150220,1800,-6.8,79,0.41,4.93,27.03
0,20150220,1900,-6.6,85,0.41,4.82,4.8
0,20150220,2000,-5.8,87,0.41,4.59,53.3
0,20150220,2100,-5.2,90,0.41,5.07,55.54
0,20150220,2200,-4.4,90,0.41,3.92,63.91
0,20150220,2300,-3.1,91,0.41,5.04,137.39
0,20150221,0,-2.9,85,0.41,5.02,6.25
0,20150221,100,-2.9,84,0.41,4.34,48.31
0,20150221,200,-2.7,83,0.41,4.28,27.38
0,20150221,300,-2.4,83,0.41,4.53,89.42
0,20150221,400,-2.1,82,0.42,4.76,87.55
0,20150221,500,-1.7,81,0.44,4.67,109.78
0,20150221,600,-1.5,82,-99,4.36,137.41
0,20150221,700,-1.4,82,-99,5.38,11.44
1.95,20150221,800,-1.1,81,-99,4.52,135.16
17.2,20150221,900,-0.9,79,-99,5.26,120.64
50.91,20150221,1000,-0.2,80,-99,4.89,41.81
32.42,20150221,1100,0.3,83,-99,5.58,9.25
40.7,20150221,1200,0.8,85,-99,5.03,15.58
50.27,20150221,1300,1,87,-99,5.26,126.24
66.27,20150221,1400,1.1,90,-99,4.94,91.3
48.32,20150221,1500,1.4,90,-99,4.64,111.9
11.24,20150221,1600,1.6,93,-99,4.83,86.9
0,20150221,1700,1.6,94,-99,4.81,121.91
0,20150221,1800,2.4,95,-99,4.83,2.18
0,20150221,1900,2.4,96,-99,5.21,123.25
0,20150221,2000,3.1,97,-99,2.75,145.94
0,20150221,2100,4.4,96,-99,4.08,115.71
0,20150221,2200,4.6,96,-99,5.14,120.94
0,20150221,2300,4.3,98,-99,4.6,75.72
0,20150222,0,4.6,98,-99,3.44,47.13
0,20150222,100,3.6,99,-99,4.83,122.44
0,20150222,200,3.2,99,-99,4.9,63.04
0,20150222,300,2.4,99,-99,3.47,105.42
0,20150222,400,1.7,99,-99,4.22,14.61
0,20150222,500,1.3,99,-99,5,45.82
0,20150222,600,1,99,-99,4.96,62.52
8.59,20150222,700,0.8,99,-99,5.24,112.26
100.74,20150222,800,0.7,99,-99,5.34,47.2
153.16,20150222,900,0.7,99,-99,5.87,45.55
147.44,20150222,1000,0.8,99,-99,6.22,127.74
284.1,20150222,1100,0.9,99,-99,6.26,32.79
336.22,20150222,1200,1.2,99,-99,5.9,136.88
223.42,20150222,1300,1.2,98,-99,6.26,122.37
192.08,20150222,1400,1,98,-99,5.86,66.17
137.33,20150222,1500,0.5,99,-99,5.34,39.97
76.8,20150222,1600,-0.1,99,-99,4.48,97.41
7.06,20150222,1700,-0.4,99,-99,4.63,116.16
0,20150222,1800,-0.8,99,-99,4.65,69
0,20150222,1900,-0.9,98,-99,4.69,90.63
0,20150222,2000,-0.9,97,-99,3.84,83.27
0,20150222,2100,-0.9,95,-99,3.24,67.48
0,20150222,2200,-0.9,90,-99,4.14,76.14
0,20150222,2300,-1,89,-99,3.71,100.15
0,20150223,0,-1.2,89,-99,4.35,26.49
0,20150223,100,-1.5,91,-99,4.94,91.05
0,20150223,200,-2,93,-99,5.24,10.5
0,20150223,300,-2.8,95,-99,4.03,137.52
0,20150223,400,-2.8,95,-99,4.67,143.83
0,20150223,500,-3.1,90,-99,4.97,100.24
0,20150223,600,-3.3,88,-99,4.5,134.75
0,20150223,700,-3.8,87,-99,5.17,108.11
27.98,20150223,800,-4.2,88,-99,5.73,141.71
119.46,20150223,900,-4.4,85,-99,5.91,133.46
249.15,20150223,1000,-4.6,82,-99,5.93,44.03
276.48,20150223,1100,-4.5,80,-99,5.78,45.44
453.02,20150223,1200,-4.4,78,-99,6.65,106.15
607.04,20150223,1300,-3.9,74,-99,6.41,18.22
372.62,20150223,1400,-3.6,68,-99,5.85,144.3
224.38,20150223,1500,-3.9,65,-99,5.72,31.26
182.61,20150223,1600,-4.4,64,-99,5.38,10.19
81.54,20150223,1700,-4.9,61,-99,4.89,54.34
0,20150223,1800,-5.6,59,-99,5.04,76.94
0,20150223,1900,-5.9,52,-99,4.82,81.71
0,20150223,2000,-6.1,52,-99,4.4,117.14
0,20150223,2100,-6.4,52,-99,5.2,79.04
0,20150223,2200,-7,56,-99,5.42,93.08
0,20150223,2300,-7.4,59,-99,5.07,121.83
0,20150224,0,-7.7,61,-99,4.02,25.75
0,20150224,100,-7.9,63,-99,3.44,139.43
0,20150224,200,-7.9,65,-99,4.57,67.45
0,20150224,300,-9999,65,-99,3.93,75.69
0,20150224,400,-9999,64,-99,4.99,60.76
0,20150224,500,-9999,67,-99,3.43,58.51
0,20150224,600,-9999,70,-99,5.22,33.88
1.07,20150224,700,-9999,71,-99,4.96,76.67
38.32,20150224,800,-9999,71,-99,5.96,62.6
95.17,20150224,900,-9999,68,-99,6.23,107.36
169.44,20150224,1000,-9999,66,-99,6.34,24.75
247.15,20150224,1100,-9999,63,-99,5.77,110.82
289,20150224,1200,-9999,59,-99,6.06,130.06
380.83,20150224,1300,-9999,52,-99,5.7,1.46
358.74,20150224,1400,-9999,48,-99,6.25,115.96
233.73,20150224,1500,-9999,46,-99,6.15,51.01
180.53,20150224,1600,-9999,44,-99,5.85,1.44
102.07,20150224,1700,-9999,41,-99,5.11,17.04
14.29,20150224,1800,-9999,42,-99,4.69,12.57
0,20150224,1900,-9999,49,-99,4.74,31.3
0,20150224,2000,-9999,53,-99,4.57,88.36
0,20150224,2100,-9999,56,-99,4.46,147.13
0,20150224,2200,-9999,58,-99,4.44,56.33
0,20150224,2300,-9999,58,-99,4.6,131.14
0,20150225,0,-9999,57,-99,4.5,54.37
0,20150225,100,-9999,58,-99,4.85,58.46
0,20150225,200,-9999,61,-99,5.33,141.89
0,20150225,300,-9999,65,-99,4.46,31.27
0,20150225,400,-9999,67,-99,3.86,71.7
0,20150225,500,-9999,71,-99,3.75,28.81
0,20150225,600,-9999,74,-99,4.77,47.13
12.27,20150225,700,-9999,77,-99,5.2,91.7
134.93,20150225,800,-9999,80,-99,5.48,44.31
263.61,20150225,900,-9999,66,-99,6.4,127.3
394.53,20150225,1000,-9999,55,-99,6.45,63.3
465.4,20150225,1100,-9999,51,-99,6.31,14.38
292.67,20150225,1200,-9999,50,-99,5.71,102.32
215.64,20150225,1300,-9999,50,-99,5.27,138.25
139.17,20150225,1400,-9999,52,-99,5.11,26.1
98.41,20150225,1500,-9999,-9999,-99,5.01,43.68
64.47,20150225,1600,-9999,-9999,-99,4.7,43.13
22.51,20150225,1700,-0.5,60,-99,5.12,118.62
0,20150225,1800,-0.7,62,-99,4.76,28.54
0,20150225,1900,-1.4,69,-99,4.25,108.02
0,20150225,2000,-2.6,86,-99,5.18,24.18
0,20150225,2100,-2.8,93,-99,4.65,79.97
0,20150225,2200,-2.8,94,-99,4.67,141.32
0,20150225,2300,-2.9,94,-99,3.98,135.96
0,20150226,0,-2.9,94,-99,4.68,1.96
0,20150226,100,-2.9,94,-99,3.6,117.47
0,20150226,200,-3.2,93,-99,4.51,4.51
0,20150226,300,-3.6,93,-99,4.44,146.43
0,20150226,400,-3.3,93,-99,3.24,39.77
0,20150226,500,-3.1,92,0.42,3.71,43.48
0,20150226,600,-3.1,92,-99,4.75,62.53
4.68,20150226,700,-3.2,95,0.43,5.63,56.3
59.79,20150226,800,-2.9,95,0.43,5.8,0.12
135.68,20150226,900,-2.5,93,0.42,5.8,110.63
254.63,20150226,1000,-2,92,0.43,6.08,102.91
207.99,20150226,1100,-1.9,88,0.43,6.31,29.91
504.21,20150226,1200,-1.5,85,-99,5.89,22.42
737.54,20150226,1300,-0.1,74,0.43,6.14,126.8
559.06,20150226,1400,0.7,66,-99,6.18,46.05
440.39,20150226,1500,1,61,0.42,5.7,74.26
266.21,20150226,1600,1.3,58,0.42,6.03,65.22
128.31,20150226,1700,1.4,52,-99,4.59,30.03
11.1,20150226,1800,0.5,52,0.42,4.04,55.84
0,20150226,1900,0.2,55,0.43,4.61,73.75
0,20150226,2000,0,57,0.43,4.76,14.61
0,20150226,2100,-1.2,66,0.42,5.13,66.23
0,20150226,2200,-2.5,72,0.43,4.44,29.4
0,20150226,2300,-3.2,78,-99,4.92,105.96
0,20150227,0,-3.6,82,-99,4.71,37.35
0,20150227,100,-4.8,84,-99,4.26,137.31
0,20150227,200,-5.8,80,-99,4.88,52.86
0,20150227,300,-6.6,78,-99,5.05,19.45
0,20150227,400,-7.2,79,0.42,4.83,124.84
0,20150227,500,-7.6,78,0.42,4.87,135.98
0,20150227,600,-8.3,76,0.42,4.79,146.88
32.96,20150227,700,-9,73,-99,5.31,66.36
156.49,20150227,800,-9.7,80,0.42,6.03,62.31
393.28,20150227,900,-9.2,76,0.42,6.44,77.57
578.37,20150227,1000,-8.5,73,-99,5.86,52.98
717.94,20150227,1100,-7.4,68,0.42,6.62,85.93
792.62,20150227,1200,-6,62,0.42,5.97,87.06
786.53,20150227,1300,-4.6,53,-99,6.76,137.36
712.67,20150227,1400,-3.9,50,-99,5.82,34.23
578.95,20150227,1500,-3.5,47,-99,6.48,149.21
393.68,20150227,1600,-3.3,46,-99,5.99,102.35
179.35,20150227,1700,-3.4,46,0.44,4.96,145.98
15.08,20150227,1800,-4.3,52,0.43,4.61,127.79
0,20150227,1900,-5.5,57,0.43,3.56,8.2
0,20150227,2000,-6.1,61,0.43,4.43,111.56
0,20150227,2100,-6.5,63,-99,4.01,55.28
0,20150227,2200,-6.8,62,0.43,2.3,125.91
0,20150227,2300,-7.5,63,0.43,4.03,67.74
0,20150228,0,-7.7,65,0.42,4.24,99.35
0,20150228,100,-7.6,66,0.42,4.78,39.84
0,20150228,200,-7.4,67,0.42,4.88,94.44
0,20150228,300,-7.3,69,-99,4.86,89.93
0,20150228,400,-7.2,69,0.43,4.28,112.38
0,20150228,500,-7.1,69,0.42,4.95,130.13
0,20150228,600,-6.6,69,-99,4.54,135.92
5.21,20150228,700,-5.4,66,0.42,5.3,107.12
